"id","titulo","anio","ingresos_internacionales","presupuesto","idioma_ingles","pais_fuerte","duracion","duracion_cuadrado","categoria_presupuesto","decada"
"tt1130884","Shutter Island",2010,166791261,8e+07,1,1,138,19044,"Alto","2010s"
"tt1131729","I Love Radio Rock",2009,28330867,5e+07,1,0,135,18225,"Alto","2000s"
"tt1131734","Jennifer's Body",2009,15351268,1.6e+07,1,0,102,10404,"Medio","2000s"
"tt1132285","The Factory",2012,18384,2.5e+07,1,0,104,10816,"Medio","2010s"
"tt1132449","Una ragazza a Las Vegas",2012,1556274,26350000,1,0,94,8836,"Medio","2010s"
"tt1132620","Uomini che odiano le donne",2009,94319030,1.3e+07,0,0,152,23104,"Medio","2000s"
"tt1132626","Saw V - Non crederai ai tuoi occhi",2008,57117290,10800000,1,0,92,8464,"Medio","2000s"
"tt1133985","Lanterna Verde",2011,103250000,2e+08,1,1,114,12996,"Muy Alto","2010s"
"tt1134854","Survival of the Dead - L'isola dei sopravvissuti",2009,284338,4e+06,1,0,90,8100,"Bajo","2000s"
"tt1135084","Takers",2010,22460662,3.2e+07,1,1,107,11449,"Medio","2010s"
"tt1135487","Duplicity",2009,37603356,6e+07,1,0,125,15625,"Alto","2000s"
"tt1135503","Julie & Julia",2009,35415096,4e+07,1,1,123,15129,"Medio","2000s"
"tt1135985","Sex Movie in 4D",2008,10353451,1.9e+07,1,1,109,11881,"Medio","2000s"
"tt1136608","District 9",2009,95242715,3e+07,1,0,112,12544,"Medio","2000s"
"tt1137450","Il giustiziere della notte - Death Wish",2018,15545682,3e+07,1,0,107,11449,"Medio","2010s"
"tt1139328","L'uomo nell'ombra",2010,44789898,4.5e+07,1,0,128,16384,"Medio","2010s"
"tt1139668","Il mai nato",2009,33843640,1.6e+07,1,1,88,7744,"Medio","2000s"
"tt1139797","Lasciami entrare",2008,9105271,4e+06,0,0,114,12996,"Bajo","2000s"
"tt1142433","Laureata... e adesso?",2009,34710,1.5e+07,1,1,88,7744,"Medio","2000s"
"tt1142977","Frankenweenie",2012,46200000,3.9e+07,1,1,87,7569,"Medio","2010s"
"tt1142988","La dura veritÃ ",2009,232767386,3.8e+07,1,1,96,9216,"Medio","2000s"
"tt1144884","The Final Destination 3D",2009,119689439,4e+07,1,1,82,6724,"Medio","2000s"
"tt1149361","L'esplosivo piano di Bazil",2009,19288066,4.2e+07,0,1,105,11025,"Medio","2000s"
"tt1149362","Il nastro bianco",2009,17096809,1.8e+07,0,0,144,20736,"Medio","2000s"
"tt1151359","Fratelli in erba",2009,964148,9e+06,1,1,105,11025,"Bajo","2000s"
"tt1151922","Miss Marzo",2009,48309,6e+06,1,1,90,8100,"Bajo","2000s"
"tt1152398","Beastly",2011,15336712,1.7e+07,1,1,86,7396,"Medio","2010s"
"tt1152836","Nemico pubblico - Public Enemies",2009,1.17e+08,1e+08,1,0,140,19600,"Muy Alto","2000s"
"tt1152850","Wendy and Lucy",2008,327300,2e+05,1,1,80,6400,"Bajo","2000s"
"tt1153706","Dance Flick",2009,5776985,2.5e+07,1,1,83,6889,"Medio","2000s"
"tt1155056","I Love You, Man",2009,20540348,4e+07,1,1,105,11025,"Medio","2000s"
"tt1155076","The Karate Kid - La leggenda continua",2010,182534404,4e+07,1,0,140,19600,"Medio","2010s"
"tt1156398","Benvenuti a Zombieland",2009,26801794,23600000,1,1,88,7744,"Medio","2000s"
"tt1160368","12 Rounds",2009,5045632,2.2e+07,1,1,108,11664,"Medio","2000s"
"tt1160996","The Colony",2013,192786,1.6e+07,1,0,95,9025,"Medio","2010s"
"tt1161418","Gentlemen Broncos",2009,4810,1e+07,1,1,89,7921,"Medio","2000s"
"tt1161864","Il rito",2011,63512958,3.7e+07,1,0,114,12996,"Medio","2010s"
"tt1170358","The Hobbit: The Desolation of Smaug",2013,7e+08,2.25e+08,1,0,161,25921,"Muy Alto","2010s"
"tt1171701","Nefes: Vatan Sagolsun",2009,9174802.8,2e+06,0,0,128,16384,"Bajo","2000s"
"tt1172049","Demolition: Amare e vivere",2015,2387868,1e+07,1,1,101,10201,"Medio","2010s"
"tt1172233","Whip It",2009,3647940,1.5e+07,1,1,111,12321,"Medio","2000s"
"tt1172570","Bronson",2008,2155733,230000,1,0,92,8464,"Bajo","2000s"
"tt1172991","The Company Men",2010,3645728,1.5e+07,1,1,104,10816,"Medio","2010s"
"tt1174730","City Island",2009,1207820,6e+06,1,1,104,10816,"Bajo","2000s"
"tt1174732","An Education",2009,13521938,7500000,1,0,100,10000,"Bajo","2000s"
"tt1175491","W.",2008,4026094,25100000,1,0,129,16641,"Medio","2000s"
"tt1175506","Me and Orson Welles",2008,1146169,2.5e+07,1,0,114,12996,"Medio","2000s"
"tt1176740","American Life",2009,6327509,1.7e+07,1,0,98,9604,"Medio","2000s"
"tt1178663","Basta che funzioni",2009,30713828,1.5e+07,1,0,93,8649,"Medio","2000s"
"tt1178665","A spasso nel bosco",2015,7956993,8e+06,1,1,104,10816,"Bajo","2010s"
"tt1179034","From Paris with Love",2010,28767069,5.2e+07,1,1,92,8464,"Alto","2010s"
"tt1179056","Nightmare",2010,52619852,3.5e+07,1,1,95,9025,"Medio","2010s"
"tt1179069","Shelter - IdentitÃ  paranormali",2010,1923100.2,2.2e+07,1,1,112,12544,"Medio","2010s"
"tt1179258","ChÃ©ri",2009,6652585,2.3e+07,1,0,100,10000,"Medio","2000s"
"tt1179891","San Valentino di sangue",2009,49188766,1.5e+07,1,0,101,10201,"Medio","2000s"
"tt1179904","Paranormal Activity",2007,85436990,15000,1,1,86,7396,"Bajo","2000s"
"tt1179933","10 Cloverfield Lane",2016,38134000,1.5e+07,1,1,103,10609,"Medio","2010s"
"tt1181795","Bunraku",2010,77823.6,2.5e+07,1,1,124,15376,"Medio","2010s"
"tt1182345","Moon",2009,4749944,5e+06,1,0,97,9409,"Bajo","2000s"
"tt1182350","Incontrerai l'uomo dei tuoi sogni",2010,32767014,2.2e+07,1,0,98,9604,"Medio","2010s"
"tt1182921","Ninja",2009,116545.8,1e+07,1,1,86,7396,"Medio","2000s"
"tt1183251","Un alibi perfetto",2009,4482341,2.5e+07,1,0,106,11236,"Medio","2000s"
"tt1185416","La fontana dell'amore",2010,10372743,5.5e+07,1,1,91,8281,"Alto","2010s"
"tt1185420","Appartamento per... 3",2008,16535610,5e+06,0,0,145,21025,"Bajo","2000s"
"tt1185834","Star Wars: The Clone Wars",2008,33121290,8500000,1,1,98,9604,"Bajo","2000s"
"tt1186367","Ninja Assassin",2009,23478397,4e+07,1,0,99,9801,"Medio","2000s"
"tt1186830","Agora",2009,38837919,7e+07,1,0,127,16129,"Alto","2000s"
"tt1187064","Triangle",2009,800026.2,1.2e+07,1,0,99,9801,"Medio","2000s"
"tt1188729","Pandorum - L'universo parallelo",2009,10317475,3.3e+07,1,0,108,11664,"Medio","2000s"
"tt1188996","Il mio nome Ã¨ Khan",2010,38326589,1.2e+07,0,0,165,27225,"Medio","2010s"
"tt1189340","The Lincoln Lawyer",2011,28743152,4e+07,1,1,118,13924,"Medio","2010s"
"tt1190080","2012",2009,625105659,2e+08,1,1,158,24964,"Muy Alto","2000s"
"tt1190536","Black Dynamite",2009,53979,2900000,1,1,84,7056,"Bajo","2000s"
"tt1190539","The Chaser",2008,21897448.8,2650000,0,1,125,15625,"Bajo","2000s"
"tt1191111","Enter the Void",2009,438918,1.6e+07,1,0,161,25921,"Medio","2000s"
"tt1192628","Rango",2011,122246996,1.35e+08,1,1,107,11449,"Muy Alto","2010s"
"tt1193138","Tra le nuvole",2009,83019358,2.5e+07,1,1,109,11881,"Medio","2000s"
"tt1193516","Recep Ivedik",2008,17128815,5e+05,0,0,90,8100,"Bajo","2000s"
"tt1193631","Step Up 3D",2010,116891586,3e+07,1,1,107,11449,"Medio","2010s"
"tt1194173","The Bourne Legacy",2012,162940880,1.25e+08,1,0,135,18225,"Muy Alto","2010s"
"tt1194263","Get Low",2009,1345578,7e+06,1,0,103,10609,"Bajo","2000s"
"tt1194417","Il gioco dei soldi",2010,187974,12500000,1,1,108,11664,"Medio","2010s"
"tt1195478","5 anni di fidanzamento",2012,25333835,3e+07,1,0,124,15376,"Medio","2010s"
"tt1196141","Diario di una schiappa",2010,12192913,1.5e+07,1,0,120,14400,"Medio","2010s"
"tt1197624","Giustizia privata",2009,54586481,5e+07,1,1,109,11881,"Alto","2000s"
"tt1197628","Observe and Report",2009,2966230,1.8e+07,1,1,86,7396,"Medio","2000s"
"tt1198138","Obsessed - Passione fatale",2009,5568703,2e+07,1,1,108,11664,"Medio","2000s"
"tt1201167","Funny People",2009,19730190,7.5e+07,1,1,146,21316,"Alto","2000s"
"tt1201607","Harry Potter e i Doni della Morte - Parte 2",2011,960757187,1.25e+08,1,0,130,16900,"Muy Alto","2010s"
"tt1204342","I Muppet",2011,76553000,4.5e+07,1,1,120,14400,"Medio","2010s"
"tt1204975","Last Vegas",2013,70494858,2.8e+07,1,1,105,11025,"Medio","2010s"
"tt1204977","Ouija",2014,52831306,5e+06,1,1,89,7921,"Bajo","2010s"
"tt1205489","Gran Torino",2008,121862926,3.3e+07,1,0,116,13456,"Medio","2000s"
"tt1205537","Jack Ryan - L'iniziazione",2014,84926336,6e+07,1,0,105,11025,"Alto","2010s"
"tt1206543","Il fuoco della vendetta - Out of the Furnace",2013,4330705,2.2e+07,1,0,116,13456,"Medio","2010s"
"tt1206885","Rambo: Last Blood",2019,46671001,5e+07,1,0,89,7921,"Alto","2010s"
"tt1210042","Brooklyn's Finest",2009,18556392,1.7e+07,1,1,132,17424,"Medio","2000s"
"tt1210166","L'arte di vincere",2011,34600724,5e+07,1,1,133,17689,"Alto","2010s"
"tt1210819","The Lone Ranger",2013,171200000,2.15e+08,1,1,150,22500,"Muy Alto","2010s"
"tt1211837","Doctor Strange",2016,445076475,1.65e+08,1,1,115,13225,"Muy Alto","2010s"
"tt1211956","Escape Plan - Fuga dall'inferno",2013,112192336,5e+07,1,1,115,13225,"Alto","2010s"
"tt1212419","Hereafter",2010,74209389,5e+07,1,1,129,16641,"Alto","2010s"
"tt1212428","CiviltÃ  perduta",2016,10683528,3e+07,1,1,141,19881,"Medio","2010s"
"tt1212436","Piacere, sono un po' incinta",2010,39987001,3.5e+07,1,1,104,10816,"Medio","2010s"
"tt1212450","Lawless",2012,18004080,2.6e+07,1,1,116,13456,"Medio","2010s"
"tt1213012","Alfa & Omega",2010,25400000,2e+07,1,0,90,8100,"Medio","2010s"
"tt1213641","First Man - Il primo uomo",2018,60760870,5.9e+07,1,0,141,19881,"Alto","2010s"
"tt1213644","Disaster Movie",2008,20625923,2e+07,1,1,87,7569,"Medio","2000s"
"tt1213648","London Boulevard",2010,8291152,2.5e+07,1,0,103,10609,"Medio","2010s"
"tt1213663","La fine del mondo",2013,20084436,2e+07,1,0,109,11881,"Medio","2010s"
"tt1214962","Solo per vendetta",2011,13677782,1.7e+07,1,1,105,11025,"Medio","2010s"
"tt1216475","Cars 2",2011,368400000,2e+08,1,1,106,11236,"Muy Alto","2010s"
"tt1216492","Una proposta per dire sÃ¬",2010,6767580,1.9e+07,1,0,100,10000,"Medio","2010s"
"tt1216496","Madre",2009,16597839,5e+06,0,1,129,16641,"Bajo","2000s"
"tt1217209","Ribelle: The Brave",2012,301700000,1.85e+08,1,0,93,8649,"Muy Alto","2010s"
"tt1217213","Trilli e il segreto delle ali",2012,376210.8,3.5e+07,1,0,75,5625,"Medio","2010s"
"tt1217613","World Invasion",2011,128266925,7e+07,1,1,116,13456,"Alto","2010s"
"tt1219289","Limitless",2011,82600000,2.7e+07,1,1,105,11025,"Medio","2010s"
"tt1219342","Il regno di Ga'Hoole - La leggenda dei guardiani",2010,84398077,8e+07,1,0,97,9409,"Alto","2010s"
"tt1219827","Ghost in the Shell",2017,129238364,1.1e+08,1,0,107,11449,"Muy Alto","2010s"
"tt1220198","Il quarto tipo",2009,22233754,1e+07,1,0,98,9604,"Medio","2000s"
"tt1220634","Resident Evil: Afterlife",2010,240099518,6e+07,1,0,96,9216,"Alto","2010s"
"tt1220719","Ip Man",2008,13265273.4,11715578,0,0,106,11236,"Medio","2000s"
"tt1220888","Henry's Crime",2010,2067258,1.2e+07,1,1,108,11664,"Medio","2010s"
"tt1222817","Il signore dello zoo",2011,89491916,8e+07,1,1,102,10404,"Alto","2010s"
"tt1225822","Extract",2009,25625,8e+06,1,1,92,8464,"Bajo","2000s"
"tt1226229","In viaggio con una rock star",2010,30745780,4e+07,1,1,109,11881,"Medio","2010s"
"tt1226271","Il maledetto United",2009,3641513,1e+07,1,1,98,9604,"Medio","2000s"
"tt1226273","Fuori controllo",2010,37812632,8e+07,1,0,117,13689,"Alto","2010s"
"tt1226681","Pontypool",2008,28253,1500000,1,1,93,8649,"Bajo","2000s"
"tt1226753","Il debito",2010,14458820,2e+07,1,0,113,12769,"Medio","2010s"
"tt1226837","Beautiful Boy",2018,8986631,2.5e+07,1,1,120,14400,"Medio","2010s"
"tt1228705","Iron Man 2",2010,311500000,2e+08,1,1,124,15376,"Muy Alto","2010s"
"tt1228987","Blood Story",2010,14958657,2e+07,1,0,116,13456,"Medio","2010s"
"tt1229238","Mission: Impossible - Protocollo fantasma",2011,485315477,1.45e+08,1,0,132,17424,"Muy Alto","2010s"
"tt1229340","Anchorman 2 - Fotti la notizia",2013,46297224,5e+07,1,1,119,14161,"Alto","2010s"
"tt1230385","The Yellow Sea",2010,9473857.2,8170000,0,0,157,24649,"Bajo","2010s"
"tt1230414","Ã complicato",2009,106368280,8.5e+07,1,0,121,14641,"Alto","2000s"
"tt1231277","S. Darko",2009,647969.4,4e+06,1,1,103,10609,"Bajo","2000s"
"tt1231287","Incinta... o quasi",2009,1137469.2,1e+07,1,1,89,7921,"Medio","2000s"
"tt1231580","Alvin Superstar 2",2009,223525393,7.5e+07,1,1,88,7744,"Alto","2000s"
"tt1231583","Parto col folle",2010,111241781,6.5e+07,1,1,95,9025,"Alto","2010s"
"tt1231587","Un tuffo nel passato",2010,14492657,3.6e+07,1,1,101,10201,"Medio","2010s"
"tt1232200","Indovina perchÃ© ti odio",2012,20788004,7e+07,1,1,116,13456,"Alto","2010s"
"tt1232776","Fish Tank",2009,2029625,3e+06,1,0,123,15129,"Bajo","2000s"
"tt1232783","Patto di sangue",2009,15240838,12500000,1,1,101,10201,"Medio","2000s"
"tt1232829","21 Jump Street",2012,63137661,4.2e+07,1,1,109,11881,"Medio","2010s"
"tt1233227","Saw VI",2009,40540862,1.1e+07,1,0,90,8100,"Medio","2000s"
"tt1233301","Ironclad",2011,3090613.8,2.5e+07,1,0,121,14641,"Medio","2010s"
"tt1234541","The Butterfly Effect 3: Revelations",2009,424891.2,4500000,1,1,90,8100,"Bajo","2000s"
"tt1234548","L'uomo che fissa le capre",2009,36667576,2.5e+07,1,0,94,8836,"Medio","2000s"
"tt1234719","Red Dawn - Alba rossa",2012,6143513,6.5e+07,1,1,93,8649,"Alto","2010s"
"tt1234721","RoboCop",2014,184081958,1e+08,1,1,117,13689,"Muy Alto","2010s"
"tt1235166","Il profeta",2009,15786324,1.3e+07,0,0,155,24025,"Medio","2000s"
"tt1235189","Wild Target (Una valigia per tre)",2010,3385565,8e+06,1,0,98,9604,"Bajo","2010s"
"tt1235522","Broken City",2013,15036035,3.5e+07,1,1,109,11881,"Medio","2010s"
"tt1235796","Ondine",2009,1236941,1.2e+07,1,0,111,12321,"Medio","2000s"
"tt1235841","Medianeras - Innamorarsi a Buenos Aires",2011,1005739,1.1e+07,0,0,95,9025,"Medio","2010s"
"tt1240982","Sua MaestÃ ",2011,6417288,49900000,1,1,102,10404,"Medio","2010s"
"tt1242432","I Spit on Your Grave",2010,1185599,2e+06,1,1,108,11664,"Bajo","2010s"
"tt1242460","...e ora parliamo di Kevin",2011,7493626,7e+06,1,0,112,12544,"Bajo","2010s"
"tt1243957","The Tourist",2010,211149284,1e+08,1,0,103,10609,"Muy Alto","2010s"
"tt1243974","Sotto il cielo delle Hawaii",2015,5182904,3.7e+07,1,1,105,11025,"Medio","2010s"
"tt1244659","Misure straordinarie",2010,3065980,3.1e+07,1,1,106,11236,"Medio","2010s"
"tt1244754","Conviction",2010,4321426,12500000,1,0,107,11449,"Medio","2010s"
"tt1245112","[Rec]Â²",2009,18825398,5600000,0,1,85,7225,"Bajo","2000s"
"tt1245492","Facciamola finita",2013,24571120,3.2e+07,1,1,107,11449,"Medio","2010s"
"tt1245526","RED",2010,108626225,5.8e+07,1,0,111,12321,"Alto","2010s"
"tt1247690","Una folle passione",2014,4915738,3e+07,1,0,109,11881,"Medio","2010s"
"tt1247692","Shrink",2009,113810,5100000,1,1,104,10816,"Bajo","2000s"
"tt1250777","Kick-Ass",2010,48117600,3e+07,1,0,117,13689,"Medio","2010s"
"tt1253863","300 - L'alba di un impero",2014,2.31e+08,1.1e+08,1,1,102,10404,"Muy Alto","2010s"
"tt1253864","Immortals",2011,143400000,7.5e+07,1,0,110,12100,"Alto","2010s"
"tt1255919","Holmes & Watson - 2 de menti al servizio della regina",2018,9893344,4.2e+07,1,0,90,8100,"Medio","2010s"
"tt1255953","La donna che canta",2010,5028264,6800000,0,0,131,17161,"Bajo","2010s"
"tt1258972","L'uomo con i pugni di ferro",2012,4912428,1.5e+07,1,0,95,9025,"Medio","2010s"
"tt1259521","Quella casa nel bosco",2011,27862323,3e+07,1,1,95,9025,"Medio","2010s"
"tt1259528","Nella tana dei lupi",2018,35562000,3e+07,1,1,140,19600,"Medio","2010s"
"tt1259571","The Twilight Saga: New Moon",2009,413209228,5e+07,1,1,130,16900,"Alto","2000s"
"tt1261945","Sex and the City 2",2010,195397363,1e+08,1,1,146,21316,"Muy Alto","2010s"
"tt1262416","Scream 4",2011,59050492,4e+07,1,1,111,12321,"Medio","2010s"
"tt1263670","Crazy Heart",2009,7941260,7e+06,1,1,112,12544,"Bajo","2000s"
"tt1265990","The Roommate - Il terrore ti dorme accanto",2011,3192652,1.6e+07,1,1,94,8836,"Medio","2010s"
"tt1267297","Hercules: Il guerriero",2014,172131248,1e+08,1,0,98,9604,"Muy Alto","2010s"
"tt1268799","Harold & Kumar, un Natale da ricordare",2011,1131744,1.9e+07,1,1,90,8100,"Medio","2010s"
"tt1270262","The Devil's Double",2011,4366701,19100000,1,0,109,11881,"Medio","2010s"
"tt1270761","Non avere paura del buio",2010,14222847,2.5e+07,1,0,99,9801,"Medio","2010s"
"tt1270797","Venom",2018,642569645,1e+08,1,0,112,12544,"Muy Alto","2010s"
"tt1270798","X-Men - L'inizio",2011,206208385,1.6e+08,1,0,131,17161,"Muy Alto","2010s"
"tt1270835","Hatchet II",2010,103586,8e+05,1,1,85,7225,"Bajo","2010s"
"tt1272878","Cani sciolti",2013,56327951,6.1e+07,1,1,109,11881,"Alto","2010s"
"tt1273678","Operazione spy sitter",2010,41858914,2.8e+07,1,1,94,8836,"Medio","2010s"
"tt1276104","Looper",2012,110020614,3e+07,1,0,113,12769,"Medio","2010s"
"tt1277953","Madagascar 3 - Ricercati in Europa",2012,530529792,1.45e+08,1,1,95,9025,"Muy Alto","2010s"
"tt1278340","Dead Snow",2009,2120055,8e+05,0,0,92,8464,"Bajo","2000s"
"tt1279935","Notte folle a Manhattan",2010,53552476,5.5e+07,1,1,88,7744,"Alto","2010s"
"tt1282140","Easy Girl",2010,16624752,8e+06,1,1,92,8464,"Bajo","2010s"
"tt1284575","Bad Teacher - Una cattiva maestra",2011,115904636,2e+07,1,1,92,8464,"Medio","2010s"
"tt1285009","The Strangers: Prey at Night",2018,6452418,5e+06,1,0,85,7225,"Bajo","2010s"
"tt1285016","The Social Network",2010,127957621,4e+07,1,1,120,14400,"Medio","2010s"
"tt1285241","Don 2",2011,3233212,16700000,0,0,148,21904,"Medio","2010s"
"tt1285309","The Joneses",2009,5568089,1e+07,1,1,96,9216,"Medio","2000s"
"tt1286126","A.R.O.G",2008,13327421.4,8500000,0,0,127,16129,"Bajo","2000s"
"tt1287468","Cani & gatti - La vendetta di Kitty",2010,68898011,8.5e+07,1,0,82,6724,"Alto","2010s"
"tt1288403","Universal Soldier: Regeneration",2009,506668.2,1e+07,1,1,97,9409,"Medio","2000s"
"tt1288558","La casa",2013,43303096,1.7e+07,1,1,91,8281,"Medio","2010s"
"tt1289401","Ghostbusters",2016,100796935,1.44e+08,1,0,117,13689,"Muy Alto","2010s"
"tt1289406","Harry Brown",2009,8552770,7300000,1,1,103,10609,"Bajo","2000s"
"tt1291150","Tartarughe Ninja",2014,293800000,1.25e+08,1,1,101,10201,"Muy Alto","2010s"
"tt1291580","Dietro i candelabri",2013,8011565.4,2.3e+07,1,1,118,13924,"Medio","2010s"
"tt1291584","Warrior",2011,9651500,2.5e+07,1,1,140,19600,"Medio","2010s"
"tt1292566","Single ma non troppo",2016,65500000,3.8e+07,1,1,110,12100,"Medio","2010s"
"tt1293847","xXx - Il ritorno di Xander Cage",2017,301219864,8.5e+07,1,0,107,11449,"Alto","2010s"
"tt1294213","Solitary Man",2009,1322006,1.5e+07,1,1,90,8100,"Medio","2000s"
"tt1294226","The Last Song",2010,26186663,2e+07,1,1,108,11664,"Medio","2010s"
"tt1298644","Attenti a quelle due",2019,59638413,2.1e+07,1,1,93,8649,"Medio","2010s"
"tt1298649","Vicini del terzo tipo",2012,32914862,6.8e+07,1,1,102,10404,"Alto","2010s"
"tt1298650","Pirati dei Caraibi - Oltre i confini del mare",2011,804642000,2.5e+08,1,0,137,18769,"Muy Alto","2010s"
"tt1300851","The Boondock Saints 2 - Il giorno di Ognissanti",2009,356133,8e+06,1,1,118,13924,"Bajo","2000s"
"tt1300854","Iron Man 3",2013,805797258,2e+08,1,1,130,16900,"Muy Alto","2010s"
"tt1302006","The Irishman",2019,581311.8,1.59e+08,1,1,209,43681,"Muy Alto","2010s"
"tt1302011","Kung Fu Panda 2",2011,500443218,1.5e+08,1,1,90,8100,"Muy Alto","2010s"
"tt1302067","L'orso Yoghi",2010,103263363,8e+07,1,0,81,6561,"Alto","2010s"
"tt1305591","Milo su Marte",2011,17840920,1.5e+08,1,1,88,7744,"Muy Alto","2010s"
"tt1305806","Il segreto dei suoi occhi",2009,36238161,2e+06,0,0,129,16641,"Bajo","2000s"
"tt1306980","50 e 50",2011,6083661,8e+06,1,1,100,10000,"Bajo","2010s"
"tt1307068","Cercasi amore per la fine del mondo",2012,4603043,1e+07,1,1,101,10201,"Medio","2010s"
"tt1308728","Pupazzi senza gloria",2018,6800000,4e+07,1,0,91,8281,"Medio","2010s"
"tt1308729","Jimmy Bobo - Bullet to the Head",2012,12457380,4.5e+07,1,0,92,8464,"Medio","2010s"
"tt1311067","Halloween II",2009,6028494,1.5e+07,1,1,105,11025,"Medio","2000s"
"tt1314228","Che fine hanno fatto i Morgan?",2009,55700163,5.8e+07,1,1,103,10609,"Alto","2000s"
"tt1314655","Devil",2010,29094299,1e+07,1,1,80,6400,"Medio","2010s"
"tt1315981","A Single Man",2009,15788890,7e+06,1,1,99,9801,"Bajo","2000s"
"tt1318514","L'alba del pianeta delle scimmie",2011,305040688,9.3e+07,1,0,105,11025,"Alto","2010s"
"tt1319718","Little Big Soldier",2010,3111856.2,2.5e+07,0,0,96,9216,"Medio","2010s"
"tt1320244","L'ultimo esorcismo",2010,28398177,1800000,1,0,87,7569,"Bajo","2010s"
"tt1320253","I mercenari - The Expendables",2010,171401870,8e+07,1,0,103,10609,"Alto","2010s"
"tt1320261","I fantastici viaggi di Gulliver",2010,194603463,1.12e+08,1,1,85,7225,"Muy Alto","2010s"
"tt1321509","Il funerale Ã¨ servito",2010,6311539,2.1e+07,1,1,92,8464,"Medio","2010s"
"tt1321511","Oldboy",2013,2993109,3e+07,1,1,104,10816,"Medio","2010s"
"tt1321860","Mr. Beaver",2011,6323984,2.1e+07,1,0,91,8281,"Medio","2010s"
"tt1321870","Gangster Squad",2013,59200000,6e+07,1,1,113,12769,"Alto","2010s"
"tt1322269","I segreti di Osage County",2013,36450127,2.5e+07,1,1,121,14641,"Medio","2010s"
"tt1322312","Amore a mille... miglia",2010,24254812,3.2e+07,1,1,102,10404,"Medio","2010s"
"tt1323594","Cattivissimo me",2010,291600000,6.9e+07,1,0,95,9025,"Alto","2010s"
"tt1324999","The Twilight Saga: Breaking Dawn - Parte 1",2011,430918723,1.1e+08,1,1,117,13689,"Muy Alto","2010s"
"tt1325004","The Twilight Saga: Eclipse",2010,397959596,6.8e+07,1,1,124,15376,"Alto","2010s"
"tt1326972","La battaglia dei tre regni - Parte 2",2009,72259306.8,8e+07,0,0,142,20164,"Alto","2000s"
"tt1327194","Ho cercato il tuo nome",2012,38900000,2.5e+07,1,1,101,10201,"Medio","2010s"
"tt1327773","The Butler - Un maggiordomo alla Casa Bianca",2013,60681700,3e+07,1,1,132,17424,"Medio","2010s"
"tt1333125","Comic Movie",2013,23602658,6e+06,1,1,94,8836,"Bajo","2010s"
"tt1334102","The Resident",2011,4045293.6,2e+07,1,0,91,8281,"Medio","2010s"
"tt1334260","Non lasciarmi",2010,7483441,1.5e+07,1,1,103,10609,"Medio","2010s"
"tt1334512","Arturo",2011,15112548,4e+07,1,1,110,12100,"Medio","2010s"
"tt1334553","The Perfect Host",2010,404944,5e+05,1,1,93,8649,"Bajo","2010s"
"tt1335975","47 Ronin",2013,113421364,1.75e+08,1,0,128,16384,"Muy Alto","2010s"
"tt1336608","Rock of Ages",2012,20900000,7.5e+07,1,1,123,15129,"Alto","2010s"
"tt1336617","Cyrus",2010,2464937,7e+06,1,1,91,8281,"Bajo","2010s"
"tt1340107","In un mondo migliore",2010,11996406,5500000,0,0,118,13924,"Bajo","2010s"
"tt1340138","Terminator Genisys",2015,350842581,1.55e+08,1,0,126,15876,"Muy Alto","2010s"
"tt1341188","Come lo sai",2010,18456287,1.2e+08,1,1,121,14641,"Muy Alto","2010s"
"tt1343092","Il grande Gatsby",2013,208801476,1.05e+08,1,0,143,20449,"Muy Alto","2010s"
"tt1343727","Dredd - Il giudice dell'apocalisse",2012,27623028,5e+07,1,0,95,9025,"Alto","2010s"
"tt1345836","Il cavaliere oscuro - Il ritorno",2012,632994092,2.5e+08,1,0,164,26896,"Muy Alto","2010s"
"tt1351685","Il cacciatore di giganti",2013,132500000,1.95e+08,1,1,114,12996,"Muy Alto","2010s"
"tt1352824","Chloe - Tra seduzione e inganno",2009,10582394,1.4e+07,1,0,96,9216,"Medio","2000s"
"tt1355630","Resta anche domani",2014,27800000,1.1e+07,1,1,107,11449,"Medio","2010s"
"tt1355631","The Infiltrator",2016,5574302,2.8e+07,1,0,127,16129,"Medio","2010s"
"tt1355644","Passengers",2016,203129453,1.1e+08,1,0,116,13456,"Muy Alto","2010s"
"tt1355683","Black Mass - L'ultimo gangster",2015,37200000,5.3e+07,1,0,123,15129,"Alto","2010s"
"tt1365519","Tomb Raider",2018,216400000,9.4e+07,1,0,119,14161,"Alto","2010s"
"tt1366344","Lo spaventapassere",2011,4500862,2.5e+07,1,1,81,6561,"Medio","2010s"
"tt1366365","La fredda luce del giorno",2012,13100000,2e+07,1,0,93,8649,"Medio","2010s"
"tt1369706","The Ward - Il reparto",2010,3206292,1e+07,1,1,89,7921,"Medio","2010s"
"tt1371111","Cloud Atlas",2012,103374596,1.02e+08,1,0,172,29584,"Muy Alto","2010s"
"tt1371150","This Is Where I Leave You",2014,7e+06,19800000,1,1,103,10609,"Medio","2010s"
"tt1371155","We Want Sex",2010,11534102,7200000,1,1,113,12769,"Bajo","2010s"
"tt1374989","PPZ: Pride and Prejudice and Zombies",2016,5519360,2.8e+07,1,0,108,11664,"Medio","2010s"
"tt1374992","Upside Down",2012,22082718,6e+07,1,0,109,11881,"Alto","2010s"
"tt1375666","Inception",2010,577208796,1.6e+08,1,0,148,21904,"Muy Alto","2010s"
